,place_name,place_id,lat,lng,type
316,Millenium Billiard,ChIJkeyDYq2u1TERg7RY7_U3LBA,0.5059758,101.4359332,night_club
317,Happy Puppy Sudirman,ChIJrX9EVxKs1TERy1Pvkk4dJPA,0.4887462,101.4540202,night_club
318,EMBASSY PEKANBARU,ChIJNYfNUhKs1TERcN6K_v9UfHc,0.530753,101.448454,night_club
319,Diva,ChIJIwAAAKut1TERMEdkrFnf_H4,0.4821602,101.4538266,night_club
320,XP Exclusive Club,ChIJMUrJGG2s1TERx9BN0PfJElE,0.5346531000000001,101.4477861,night_club
321,NEW PARAGON KTV POOL & CAFE,ChIJJX3PK2us1TERVOX4W6ETvQg,0.5347780999999999,101.4534774,night_club
322,Inul Vista,ChIJyxyJWHOp1TER6I74rNgRpBU,0.4976277,101.3942322,night_club
323,Pekanbaru,ChIJTWRYnmiv1TERl-Z6QksDnCg,0.5070677,101.4477793,night_club
324,Alvaro,ChIJt1bLKJ-v1TERMwwTFL1dXFg,0.5070677,101.4477793,night_club
325,U.K.S ujek kost squad,ChIJt_jGTWCv1TERdBLUo3R17bc,0.5041888,101.4481945,night_club
326,Terminal 8,ChIJsWPnqLyu1TERctXbYsftvdE,0.5055955000000001,101.451216,night_club
327,Pasukan Kodok,ChIJ5dS3lKOu1TERGi8GK3_HCLU,0.509498,101.4521034,night_club
328,GC COMPANY,ChIJVzp9MV6v1TER0VqBeROG2Qs,0.5023147,101.4543558,night_club
329,Gubuk Derita Camp,ChIJ2av54AKs1TERuxmX58XoVQo,0.5174200999999999,101.4435417,night_club
330,YUSKAR BUILDING,ChIJpYf1L5-u1TERiUmiO1sACWY,0.5112497,101.4588351,night_club
331,Berlian Karaoke,ChIJHadSYq2u1TERQxZLtFeiItc,0.5062230000000001,101.435823,night_club
332,Arena Entertaiment,ChIJGWHdnLKu1TER9_FWedco2Vo,0.5058694000000001,101.4350724,night_club
333,masjid al muqoddis ffi,ChIJW-T2H8Gu1TERtjQG8YIBv9o,0.4944293999999999,101.4523851,night_club
334,Anak nolep,ChIJ2Yyqctat1TERVGLY9GQCAnI,0.5182296,101.4380829,night_club
335,Faalyt,ChIJx44cVVWp1TERc5sk5HKcBNA,0.5152187,101.4337912,night_club
336,Family Box,ChIJVRnEsk2p1TERwx9H5hUzmrg,0.5037374999999998,101.4302833,night_club
337,The kost,ChIJkeHhbcqv1TERLWS-DKyTMck,0.4911556,101.4395019,night_club
338,The kost,ChIJG-HRMX6v1TERa2pSc3zVgDE,0.4911597999999999,101.4394877,night_club
339,The kost,ChIJ1c3wUcGv1TER9t79oHU7NCs,0.4911597999999999,101.4394877,night_club
340,nama Lengkap Masri,ChIJORwsTEqp1TERkv7GFD3TPPg,0.4988769,101.4301674,night_club
341,"Kos Putri Pilosofi,",ChIJr0c5m6ev1TERnbCtUTUIL-w,0.4957757,101.4636252,night_club
342,Family Box,ChIJGYaFW5Ku1TERV-hZ8QetPps,0.4994803,101.4661837,night_club
343,jalan hercules,ChIJyXOfLM6u1TERo2r_YKMjlzY,0.4878497000000001,101.4423392,night_club
344,Kedai Jajanan Sd Raka Santuy,ChIJl2hkd-uv1TERceYdaITaXzg,0.4893171999999999,101.4366003,night_club
345,Kost Berisik,ChIJ4_On9vir1TERjD6xyXGT09c,0.5220506000000001,101.4321388,night_club
346,Ktv And Pool,ChIJU5wsaAms1TERi4IquXtmWpo,0.5284118,101.4393365,night_club
347,ARENA LUDO,ChIJVcayd-6t1TERYFU5JpNccc8,0.5249431,101.462534,night_club
348,Club Executive CE7,ChIJJfqMZwms1TERFl6DPJfVDp0,0.528563,101.4382904,night_club
349,MP Club,ChIJSRPzUhKs1TERfY0QakYb8eQ,0.5318499000000001,101.4480708,night_club
350,MP Club Pekanbaru One Stop Entertaiment,ChIJ05AWtTmt1TERB7uVT_gfS6I,0.5318898,101.4483123,night_club
351,Primadona Karaoke,ChIJr-eLbROs1TERmoxsUEqoQ9g,0.5321281999999999,101.4497771,night_club
352,CGV Studio Pekanbaru,ChIJYcEdBaiu1TERQJJuhdns2t8,0.5101367,101.4469543,movie_theater
353,CGV Cinemas - Transmart Pekanbaru,ChIJrfgSTUSp1TERJeaqYMjgfw4,0.5033118999999998,101.4200895,movie_theater
354,Ciputra Seraya XXI,ChIJVfTatHiCeC4RKlB6jQtU7Lg,0.5360614,101.4301886,movie_theater
355,Empistudio,ChIJG9paj5es1TERRx0EFv6phVI,0.5692461999999998,101.4456806,movie_theater
356,star-net desa baru,ChIJBVoRBnOl1TERHE2zEW33RbA,0.4274533,101.4895364,movie_theater
357,Pressent Studio,ChIJj3ZZVaOu1TERbmchgTvcQ5E,0.5061639000000001,101.4506266,movie_theater
358,Studio Pekanbaru,ChIJVxVA-82v1TERInSGeTCyNBY,0.5100716,101.4466981,movie_theater
359,CGV Studio Cinema,ChIJw_in7Bev1TERlpyyFPdak6Y,0.5102896,101.4470404,movie_theater
360,bmg production,ChIJaUoyr6qu1TERBbbSykEHVms,0.5161878000000001,101.4345568,movie_theater
361,Salon Gaspool,ChIJ_Ud1YXat1TERyQdiml-pEqE,0.5168899,101.4344515,movie_theater
362,CGV Holiday Pekanbaru,ChIJz7ZaW1Kt1TERvxsQJOGiW-Q,0.5335373,101.4537909,movie_theater
363,Cinemaxx Living World,ChIJEXOan7Gp1TERG4PKT1ntqV4,0.5002414000000001,101.4200645,movie_theater
364,"Cinemaxx GOLD, LIVING WORLD PEKANBARU",ChIJqZg8ki-p1TERZU-3BS_xzNw,0.5002755999999998,101.4200309,movie_theater
365,SKA XXI,ChIJzQGswUap1TERybX5VVhGAyE,0.5001291,101.4181762,movie_theater
366,Premiere Studio 21 Mall Ska,ChIJUbZwwUap1TERMxIutaahCDM,0.5000747999999999,101.4180997,movie_theater
367,Cine box,ChIJVUCQcsSp1TERKdujN3V0rco,0.499655,101.4169062,movie_theater
368,V box,ChIJhy1DNamp1TERxeYp2opB8L4,0.4999400000000001,101.4168227,movie_theater
369,Komputer Munawir's Club,ChIJ8-JCKXKp1TERRIVbkrjGBTo,0.5012923999999999,101.3974206,movie_theater
370,M. BOX Royal Platinum,ChIJ1eK69_2o1TERR-4L1yTe21Y,0.4785146,101.3952721,movie_theater
371,D'BOX Movie Box,ChIJUUimHuyo1TER-LazG4sPm5w,0.4644227,101.4043818,movie_theater
372,Junior High School 14 Pekanbaru,ChIJUYJujRes1TER6CFr9o4520Q,0.525489,101.4550444,school
373,Junior High School 10 Penkanbaru,ChIJ-6bDxBes1TERAFN6fFvWjy8,0.5270511999999999,101.4562129,school
374,SMP Negeri 33,ChIJfYfNc9qr1TERsNydAkitJp4,0.5196135,101.3915673,school
375,SMA Santa Maria Pekanbaru,ChIJM2W38p-u1TERwC6vg9EHVWc,0.5145805999999999,101.4573793,school
376,Sekolah Menengah Kejuruan Negeri 1 Pekanbaru,ChIJIQWuGD2s1TER_6-4snpXAFU,0.5262896,101.4589816,school
377,Santa Maria Elementary School II,ChIJ11YcoeOr1TERGJWM1AH7I2c,0.518795,101.4193362,school
378,SMP 11 Pekanbaru,ChIJfVW-SUqs1TERM9XMd1SgPqA,0.5353336,101.4755577,school
379,Junior High School 9 Pekanbaru,ChIJ_UzysF2u1TER5_9nsT8JlMI,0.4940174999999999,101.4870843,school
380,Sekolah Dasar Negeri 038,ChIJryC9v5iu1TERRzH-YCjnwxQ,0.5098453,101.4578052,school
381,Lembaga Bimbingan Belajar Ganesha Operation Ahmad Yani 1,ChIJjdYY9g6s1TER3_lS8GztpFI,0.5259376000000001,101.4424223,school
382,Dumai,ChIJ73oxGo2n0zER3W9Ctkvsz5A,0.5299259999999999,101.44842,school
383,Catholic Elementary School Santa Maria Pekanbaru,ChIJrwKL8g6s1TERwiohhI_B-Oo,0.5268979000000001,101.4427929,school
384,SD Islam dan Leadership Bintang Cendekia,ChIJa_lyvh-p1TER8IzY3wR5RhY,0.4802188000000001,101.4117778,school
385,SDS Cendana Rumbai,ChIJY0aesKis1TERUqaFRyIMtfA,0.5810299999999999,101.43889,school
386,Kumon Indonesia - Kulim Tampan,ChIJ_6pBRoqr1TERW0d-rv4AOnI,0.5371549999999999,101.43188,school
387,Stikes Payung Negeri,ChIJ6QcgPvqr1TEREC97RDP6-SM,0.5245479,101.4270955,school
388,TK & Playgroup Alumna Islamic School - Sukajadi Pekanbaru,ChIJ6Z9tJQCs1TERtEdFRXiiC-E,0.5158168999999999,101.4354504,school
389,Apple Tree Pre-School - Pekanbaru,ChIJRft1FCep1TEROwLBRKflS7Q,0.5273133,101.4205905,school
390,Junior Sw. Champion,ChIJVf_hr-uu1TERMD4kvO9mXFg,0.4939018,101.4602461,school
391,SMP Negeri 8 Pekanbaru,ChIJtzofs_BT1DERhcZdaHOz6T8,0.4624550000000001,101.4336723,school
392,SMA Muhammadiyah 01,ChIJq3wKmquu1TERfCOb-E--w3o,0.5118559,101.4378589,school
393,TK & Playgroup Kreatif Primagama - Lumba-lumba Pekanbaru,ChIJI1qPjeyu1TERCRm5a_9pSHI,0.5333332999999999,101.45,school
394,School SMP Negeri 3 Pekanbaru,ChIJuWtfOvir1TERNRZ8KMjEGQM,0.5242678,101.4320133,school
395,MTs Muhammadiyah 02 Pekanbaru,ChIJK5U-TBep1TERlAPNmxBPTxQ,0.4888814,101.4061331,school
396,Health Polytechnic Riau,ChIJddvlBAis1TERnJjz40akOTQ,0.5260450000000001,101.4348851,school
397,Christian Schools Kalam Kudus,ChIJaVFYJSSs1TEROgXLHKCa4cs,0.5324078,101.465954,school
398,SMP Muhammadiyah 1,ChIJ0Q-7kauu1TERCny49cR0l5A,0.5117989,101.4378566,school
399,Robota Robotics School,ChIJwyE7L7uu1TER-J1grYPQukw,0.5055839,101.4485225,school
400,Elementary School 114 Pekanbaru,ChIJ-yjXSruu1TERmJZkLyq-p94,0.5064183999999999,101.4497044,school
401,Sekolah Dasar Negeri 77 Pekanbaru,ChIJfyLDWLeu1TERrNyKgx_TQ_c,0.506136,101.4451442,school
402,Ipi-Lepindo,ChIJCzyXl6Su1TERhQ5v0ZVWoOM,0.507316,101.45017,school
403,Sekolah Dasar Negeri 139 Pekanbaru,ChIJpc3nkLuu1TERcYhY0ds4h0k,0.5018227000000001,101.4498773,school
404,Islamic Senior High School of 2 Model Pekanbaru,ChIJ759b06Ou1TERnvp1bfNojgQ,0.5108467999999999,101.4525846,school
405,Lembaga ABCDE,ChIJx8SLHqeu1TERCe3N8tyVi88,0.5131612,101.4492455,school
406,SMA Negeri 5 Pekanbaru,ChIJqT3vH7Gu1TERvJrHUfM8omI,0.5027096,101.4427944,school
407,Sekolah Dasar Negeri 121 Pekanbaru,ChIJAz5f56eu1TERLBTkXLnG8Lc,0.5147776,101.4455888,school
408,Diniyah Putri,ChIJ_TF8sbqu1TERSDi7J-uMjSQ,0.5072118000000001,101.4392711,school
409,Alifa Kids,ChIJdVvm9qiu1TERy4ihFASxnM0,0.5128100999999999,101.4433551,school
410,Perguruan Beladiri Tenaga Dalam Islam Prana Sakti,ChIJU_hDqAKs1TER2Jygrv5RgWQ,0.5154209,101.4446721,school
411,Sekolah Dasar Negeri 6 Pekanbaru,ChIJCY0M3qeu1TER75nWr4aG-6A,0.5141036999999999,101.4455996,school
412,Metro Plaza,ChIJt7c8oJOu1TERJ1eGqIm9wU8,0.4997860999999999,101.4637818,shopping_mall
413,Kedaung Table Top Plaza,ChIJyciJeTmp1TERkUcA-ZYa_-E,0.4924359,101.419789,shopping_mall
414,SUZUYA Senapelan Plaza,ChIJVweT_xKs1TERhFdNDggg03E,0.5326662999999999,101.4482508,shopping_mall
415,Wellcomm Shop SKA Mall,ChIJg0TQmUap1TERC1qLqaClLqA,0.4961655000000001,101.4185989,shopping_mall
416,PITA Decor Store,ChIJRcwPurau1TERJo_BbtAV8K4,0.500811,101.440607,shopping_mall
417,Kaka Cell,ChIJ4aOyBB2s1TERx0Dban_c-Mw,0.5173129,101.4474057,shopping_mall
418,Toko Obat Herbal Center,ChIJ2-KxBbSu1TERWGBelbXSEiQ,0.5010472,101.4390356,shopping_mall
419,Grosir Perlengkapan Atribut Pramuka Murah Online,ChIJ5awYiLKu1TERzcXgcCERhKA,0.5054299999999999,101.4367313,shopping_mall
420,adya shop,ChIJPZ9pdrOu1TERZGnqpkTMK_g,0.5022529999999998,101.436638,shopping_mall
421,Eiger Store,ChIJKe08epmu1TERA-Nf5EmlGSU,0.5086823,101.4617047,shopping_mall
422,Kaplink motor,ChIJr8Dy_pmu1TERunwF2ZFm4h0,0.5062105999999998,101.4620475,shopping_mall
423,Nike,ChIJsXgk6Rqs1TERjmfnSNs38RE,0.5230230000000001,101.44698,shopping_mall
424,Vapempire Pekanbaru,ChIJhVIxB5Su1TEREovEO_kh_HU,0.5010939999999998,101.4621979,shopping_mall
425,Samsung Elektronik,ChIJsXgk6Rqs1TERj2OT2u1ptIQ,0.5230230000000001,101.44698,shopping_mall
426,Fifa,ChIJsXgk6Rqs1TERCfnsBUEaRBU,0.5230230000000001,101.44698,shopping_mall
427,Fresh Market,ChIJsXgk6Rqs1TERomucRVMcHpE,0.5230230000000001,101.44698,shopping_mall
428,Pengetaman Kayu Nur Yaqin,ChIJaVY0H8uu1TER4-CjlM09iGs,0.4942258,101.4354359,shopping_mall
429,ZifZaq Perabot Dan Meubel Pekanbaru,ChIJ-e21OdCu1TERIGWFgnvzSZM,0.4865501999999999,101.4432337,shopping_mall
430,Anggun Busana,ChIJ32s42P2r1TER4UySmaw2VCU,0.5170273,101.4281107,shopping_mall
431,Indomaret Tuanku Tambusai Simpang Gulama,ChIJNZBOJk-p1TERgfNSQJG7i9k,0.5020461,101.425284,shopping_mall
432,Swalayan 999 harapan raya,ChIJZS0kMb6u1TERFlbNO2g-Gxs,0.4928907,101.4521209,supermarket
433,Colour's Mart,ChIJaaapX1uo1TERxXkY6fF0p3Q,0.4647808,101.3782361,supermarket
434,Alfamart Jl. Harapan Raya 2,ChIJob2d6Yuu1TERKxKZj1L8rZg,0.5006396,101.4748899,supermarket
435,Indomaret Sudirman 422,ChIJqy2zmaSu1TERg3atYLQeud0,0.5073584,101.4503607,supermarket
436,Alfamart,ChIJQxMhHLSu1TERy44I68VaOlg,0.5005172999999998,101.4392372,supermarket
437,Indomaret,ChIJUQ3cg62u1TER_jGAn3-Mcbw,0.5063911,101.4370006,supermarket
438,Indomaret,ChIJoTev0LWu1TER3mZgEqY5VVY,0.4985091,101.4392228,supermarket
439,Indomaret,ChIJjxp6urKu1TERReouvM4UiyQ,0.5053263,101.4346493,supermarket
440,Giant Ekstra Tuanku Tambusai,ChIJGwnKVEyp1TERVkoFGl3DhAc,0.5037595,101.4308106,supermarket
441,Alfamart Kini Balu,ChIJ_41NHD2s1TERMT083HBqGqw,0.5261211,101.4592768,supermarket
442,Indomaret,ChIJGb3o5ROs1TERvVixLMtEYLo,0.5297386000000001,101.4499334,supermarket
443,Lotte Wholesale Pekanbaru,ChIJ-_2DtVqp1TER0T9vmjaboOc,0.5062468999999999,101.420908,supermarket
444,Pasar Buah Pekanbaru,ChIJz5WQkb6u1TEROcnCcmB6jdA,0.5346524,101.4474015,supermarket
445,Alfamart Tuanku Tambusai 2,ChIJyfFlekap1TERfuT5iQindNg,0.5010777000000001,101.4203673,supermarket
446,Transmart Carrefour Pekanbaru,ChIJyWEmYOOr1TERCg6J8CqOomA,0.5031186000000001,101.4200232,supermarket
447,HYPERMART SKA PEKANBARU,ChIJtVhTHEep1TERRBvaGtdAJy8,0.4992654,101.4182245,supermarket
448,Hypermart Ciputra Pekanbaru,ChIJiSHjb4ur1TERWI6u-5dr2ac,0.5355385,101.4302317,supermarket
449,Indomaret,ChIJrfbAViip1TERDyfWgwOaSoY,0.4803283999999999,101.4251164,supermarket
450,Toko Anton Jaya,ChIJYSP35Fuu1TERG3Lqm_45dlU,0.4913951,101.4855104,supermarket
451,Mulia Mart,ChIJv2taM46r1TERwLS4iwwTtOM,0.5408271,101.4235948,supermarket
452,Mulia Sukses,ChIJ4xPbOw-s1TERKELaX-5TZZs,0.5263616999999999,101.4404154,store
453,Toko Semangat Baru,ChIJ2YWrEQ6s1TERP0F_SuVfkH8,0.528521,101.444371,store
454,Teratai,ChIJSQHNjAGs1TERIHywhoBAfsA,0.5165171,101.4391153,store
455,Swalayan 999 harapan raya,ChIJZS0kMb6u1TERFlbNO2g-Gxs,0.4928907,101.4521209,store
456,Naga Swalayan,ChIJjQiDPMyu1TER-VkVgSVp_k8,0.4907185999999999,101.4388513,store
457,Toserba Surya Jaya,ChIJRbNtrBGs1TERx3t0q91s1tc,0.5263283,101.4477354,store
458,Toserba Mama,ChIJRfl9KRKs1TERZ24eaPgtW3M,0.5292235,101.4477167,store
459,TOSERBA FHAJAR ( SWALAYAN ECERAN & GROSIR ),ChIJPTvsv42u1TERlh28FYGHenU,0.500128,101.469479,store
460,99 Mart,ChIJC_QC1Yur1TERqmKzYfGLr70,0.5383281999999999,101.4305804,store
461,Planet Mart,ChIJQZiT9uuo1TER0R2J9m-ssPk,0.4636837999999999,101.4057183,store
462,Colour's Mart,ChIJaaapX1uo1TERxXkY6fF0p3Q,0.4647808,101.3782361,store
463,Unit Pasar Kodim Ulamm,ChIJv9mycAms1TER3zot7At04xw,0.5285427999999999,101.4371116,store
464,Apotik Budhi Mulia,ChIJFRbm59io1TER6BDZjOPCQGs,0.4765073999999999,101.4186271,store
465,V-Communication,ChIJe99uAhOs1TERbsf38JkAKCs,0.5326945,101.4481772,store
466,3Store Pekanbaru,ChIJR2fFxcKu1TERCa9y0vH1KJw,0.5355850999999998,101.4301636,store
467,Talenta Fotocopy dan Percetakan,ChIJsweRnVio1TERikzJzgN7vbg,0.4703169999999999,101.3855398,store
468,Indonas Ban,ChIJWxWEakGp1TERh8mUJaovGXk,0.501263,101.4233552,store
469,Indonesian Bakery,ChIJHerhDAqs1TERUrN1gOhowUg,0.5303457,101.4342577,store
470,Apotek & Kosmetika Laris Farma,ChIJawtlnMao1TERcuHKkNWEYBc,0.464206,101.418795,store
471,MAIN OFFICE PELITA TOUR & TRAVEL,ChIJF47CX5Kr1TERxXNepoiHOR4,0.5362399999999999,101.420953,store
